localidad,ciclo_hidrologico,hora_dia,primary_category,promedio_clips_hora
SAN LUCAS,Creciente,14,Anthropogenic,56.45
SAN LUCAS,Creciente,14,Bird,78.27
SAN LUCAS,Creciente,14,Insect,69.36
SAN LUCAS,Creciente,14,Mammal,0.91
SAN LUCAS,Creciente,15,Amphibian,15.91
SAN LUCAS,Creciente,15,Anthropogenic,40.82
SAN LUCAS,Creciente,15,Bird,59.36
SAN LUCAS,Creciente,15,Insect,87.64
SAN LUCAS,Creciente,15,Mammal,0.95
SAN LUCAS,Creciente,16,Amphibian,16.18
SAN LUCAS,Creciente,16,Anthropogenic,64.45
SAN LUCAS,Creciente,16,Bird,26.64
SAN LUCAS,Creciente,16,Insect,96.05
SAN LUCAS,Creciente,16,Mammal,0.23
SAN LUCAS,Creciente,17,Amphibian,11.27
SAN LUCAS,Creciente,17,Anthropogenic,64.36
SAN LUCAS,Creciente,17,Bird,26.09
SAN LUCAS,Creciente,17,Insect,122.45
SAN LUCAS,Creciente,17,Mammal,1.18
SAN LUCAS,Creciente,18,Amphibian,7.68
SAN LUCAS,Creciente,18,Anthropogenic,69.27
SAN LUCAS,Creciente,18,Bird,5.14
SAN LUCAS,Creciente,18,Insect,101.73
SAN LUCAS,Creciente,18,Mammal,0.36
SAN LUCAS,Creciente,19,Amphibian,0.86
SAN LUCAS,Creciente,19,Anthropogenic,53.32
SAN LUCAS,Creciente,19,Bird,0.95
SAN LUCAS,Creciente,19,Insect,120.91
SAN LUCAS,Creciente,19,Mammal,0.23
SAN LUCAS,Creciente,20,Amphibian,5.45
SAN LUCAS,Creciente,20,Anthropogenic,54.59
SAN LUCAS,Creciente,20,Bird,2.05
SAN LUCAS,Creciente,20,Insect,97.5
SAN LUCAS,Creciente,20,Mammal,0.36
SAN LUCAS,Creciente,21,Amphibian,7.86
SAN LUCAS,Creciente,21,Anthropogenic,53.73
SAN LUCAS,Creciente,21,Bird,0.95
SAN LUCAS,Creciente,21,Insect,78.0
SAN LUCAS,Creciente,22,Amphibian,6.32
SAN LUCAS,Creciente,22,Anthropogenic,52.18
SAN LUCAS,Creciente,22,Bird,2.91
SAN LUCAS,Creciente,22,Insect,87.41
SAN LUCAS,Creciente,22,Mammal,3.0
SAN LUCAS,Creciente,23,Amphibian,2.91
SAN LUCAS,Creciente,23,Anthropogenic,34.32
SAN LUCAS,Creciente,23,Bird,6.91
SAN LUCAS,Creciente,23,Insect,109.14
SAN LUCAS,Creciente,23,Mammal,1.68
SAN LUCAS,Vaciante,0,Amphibian,9.4
SAN LUCAS,Vaciante,0,Anthropogenic,16.6
SAN LUCAS,Vaciante,0,Bird,3.17
SAN LUCAS,Vaciante,0,Insect,152.97
SAN LUCAS,Vaciante,0,Mammal,0.29
SAN LUCAS,Vaciante,1,Amphibian,1.4
SAN LUCAS,Vaciante,1,Anthropogenic,20.11
SAN LUCAS,Vaciante,1,Bird,3.69
SAN LUCAS,Vaciante,1,Insect,173.31
SAN LUCAS,Vaciante,1,Mammal,0.06
SAN LUCAS,Vaciante,2,Amphibian,2.0
SAN LUCAS,Vaciante,2,Anthropogenic,18.54
SAN LUCAS,Vaciante,2,Bird,4.8
SAN LUCAS,Vaciante,2,Insect,139.51
SAN LUCAS,Vaciante,3,Amphibian,5.51
SAN LUCAS,Vaciante,3,Anthropogenic,19.31
SAN LUCAS,Vaciante,3,Bird,4.11
SAN LUCAS,Vaciante,3,Insect,144.03
SAN LUCAS,Vaciante,3,Mammal,0.09
SAN LUCAS,Vaciante,4,Amphibian,5.86
SAN LUCAS,Vaciante,4,Anthropogenic,28.66
SAN LUCAS,Vaciante,4,Bird,6.11
SAN LUCAS,Vaciante,4,Insect,126.51
SAN LUCAS,Vaciante,4,Mammal,0.11
SAN LUCAS,Vaciante,5,Amphibian,7.4
SAN LUCAS,Vaciante,5,Anthropogenic,25.8
SAN LUCAS,Vaciante,5,Bird,20.51
SAN LUCAS,Vaciante,5,Insect,143.97
SAN LUCAS,Vaciante,5,Mammal,0.31
SAN LUCAS,Vaciante,6,Amphibian,1.4
SAN LUCAS,Vaciante,6,Anthropogenic,12.94
SAN LUCAS,Vaciante,6,Bird,85.83
SAN LUCAS,Vaciante,6,Insect,113.91
SAN LUCAS,Vaciante,6,Mammal,0.26
SAN LUCAS,Vaciante,7,Amphibian,1.66
SAN LUCAS,Vaciante,7,Anthropogenic,33.23
SAN LUCAS,Vaciante,7,Bird,77.91
SAN LUCAS,Vaciante,7,Insect,96.14
SAN LUCAS,Vaciante,7,Mammal,0.14
SAN LUCAS,Vaciante,8,Amphibian,0.23
SAN LUCAS,Vaciante,8,Anthropogenic,26.49
SAN LUCAS,Vaciante,8,Bird,83.34
SAN LUCAS,Vaciante,8,Insect,104.77
SAN LUCAS,Vaciante,8,Mammal,0.17
SAN LUCAS,Vaciante,9,Amphibian,0.77
SAN LUCAS,Vaciante,9,Anthropogenic,41.77
SAN LUCAS,Vaciante,9,Bird,87.6
SAN LUCAS,Vaciante,9,Insect,87.63
SAN LUCAS,Vaciante,9,Mammal,0.69
SAN LUCAS,Vaciante,10,Amphibian,0.46
SAN LUCAS,Vaciante,10,Anthropogenic,42.51
SAN LUCAS,Vaciante,10,Bird,81.0
SAN LUCAS,Vaciante,10,Insect,78.11
SAN LUCAS,Vaciante,10,Mammal,1.23
SAN LUCAS,Vaciante,11,Amphibian,0.43
SAN LUCAS,Vaciante,11,Anthropogenic,38.77
SAN LUCAS,Vaciante,11,Bird,72.69
SAN LUCAS,Vaciante,11,Insect,66.26
SAN LUCAS,Vaciante,11,Mammal,1.26
SAN LUCAS,Vaciante,12,Amphibian,3.14
SAN LUCAS,Vaciante,12,Anthropogenic,33.09
SAN LUCAS,Vaciante,12,Bird,67.63
SAN LUCAS,Vaciante,12,Insect,83.11
SAN LUCAS,Vaciante,12,Mammal,0.8
SAN LUCAS,Vaciante,13,Amphibian,2.0
SAN LUCAS,Vaciante,13,Anthropogenic,43.66
SAN LUCAS,Vaciante,13,Bird,40.94
SAN LUCAS,Vaciante,13,Insect,85.63
SAN LUCAS,Vaciante,13,Mammal,1.63
SAN LUCAS,Vaciante,14,Amphibian,7.26
SAN LUCAS,Vaciante,14,Anthropogenic,37.71
SAN LUCAS,Vaciante,14,Bird,34.26
SAN LUCAS,Vaciante,14,Insect,120.86
SAN LUCAS,Vaciante,14,Mammal,1.14
SAN LUCAS,Vaciante,15,Amphibian,17.54
SAN LUCAS,Vaciante,15,Anthropogenic,35.86
SAN LUCAS,Vaciante,15,Bird,34.66
SAN LUCAS,Vaciante,15,Insect,131.43
SAN LUCAS,Vaciante,15,Mammal,1.17
SAN LUCAS,Vaciante,16,Amphibian,29.51
SAN LUCAS,Vaciante,16,Anthropogenic,35.29
SAN LUCAS,Vaciante,16,Bird,28.26
SAN LUCAS,Vaciante,16,Insect,148.54
SAN LUCAS,Vaciante,16,Mammal,0.34
SAN LUCAS,Vaciante,17,Amphibian,38.03
SAN LUCAS,Vaciante,17,Anthropogenic,29.94
SAN LUCAS,Vaciante,17,Bird,21.91
SAN LUCAS,Vaciante,17,Insect,136.37
SAN LUCAS,Vaciante,17,Mammal,0.43
SAN LUCAS,Vaciante,18,Amphibian,11.06
SAN LUCAS,Vaciante,18,Anthropogenic,23.89
SAN LUCAS,Vaciante,18,Bird,2.29
SAN LUCAS,Vaciante,18,Insect,199.97
SAN LUCAS,Vaciante,19,Amphibian,6.69
SAN LUCAS,Vaciante,19,Anthropogenic,18.34
SAN LUCAS,Vaciante,19,Bird,2.2
SAN LUCAS,Vaciante,19,Insect,206.74
SAN LUCAS,Vaciante,19,Mammal,0.4
SAN LUCAS,Vaciante,20,Amphibian,14.46
SAN LUCAS,Vaciante,20,Anthropogenic,36.17
SAN LUCAS,Vaciante,20,Bird,0.63
SAN LUCAS,Vaciante,20,Insect,170.49
SAN LUCAS,Vaciante,21,Amphibian,20.09
SAN LUCAS,Vaciante,21,Anthropogenic,32.89
SAN LUCAS,Vaciante,21,Bird,1.0
SAN LUCAS,Vaciante,21,Insect,149.63
SAN LUCAS,Vaciante,21,Mammal,0.23
SAN LUCAS,Vaciante,22,Amphibian,18.8
SAN LUCAS,Vaciante,22,Anthropogenic,27.54
SAN LUCAS,Vaciante,22,Bird,2.57
SAN LUCAS,Vaciante,22,Insect,148.66
SAN LUCAS,Vaciante,22,Mammal,0.11
SAN LUCAS,Vaciante,23,Amphibian,14.26
SAN LUCAS,Vaciante,23,Anthropogenic,21.77
SAN LUCAS,Vaciante,23,Bird,1.83
SAN LUCAS,Vaciante,23,Insect,155.09
SAN LUCAS,Vaciante,23,Mammal,0.29
VARILLAL,Creciente,0,Amphibian,11.78
VARILLAL,Creciente,0,Anthropogenic,47.78
VARILLAL,Creciente,0,Bird,8.61
VARILLAL,Creciente,0,Insect,212.31
VARILLAL,Creciente,0,Mammal,0.61
VARILLAL,Creciente,1,Amphibian,10.94
VARILLAL,Creciente,1,Anthropogenic,58.47
VARILLAL,Creciente,1,Bird,10.14
VARILLAL,Creciente,1,Insect,181.28
VARILLAL,Creciente,1,Mammal,1.86
VARILLAL,Creciente,2,Amphibian,17.06
VARILLAL,Creciente,2,Anthropogenic,56.44
VARILLAL,Creciente,2,Bird,13.5
VARILLAL,Creciente,2,Insect,200.5
VARILLAL,Creciente,2,Mammal,2.64
VARILLAL,Creciente,3,Amphibian,12.67
VARILLAL,Creciente,3,Anthropogenic,74.22
VARILLAL,Creciente,3,Bird,18.11
VARILLAL,Creciente,3,Insect,161.97
VARILLAL,Creciente,3,Mammal,0.78
VARILLAL,Creciente,4,Amphibian,1.61
VARILLAL,Creciente,4,Anthropogenic,71.81
VARILLAL,Creciente,4,Bird,46.97
VARILLAL,Creciente,4,Insect,160.69
VARILLAL,Creciente,4,Mammal,1.67
VARILLAL,Creciente,5,Amphibian,6.31
VARILLAL,Creciente,5,Anthropogenic,88.33
VARILLAL,Creciente,5,Bird,51.72
VARILLAL,Creciente,5,Insect,125.47
VARILLAL,Creciente,5,Mammal,2.81
VARILLAL,Creciente,6,Amphibian,1.81
VARILLAL,Creciente,6,Anthropogenic,70.06
VARILLAL,Creciente,6,Bird,92.89
VARILLAL,Creciente,6,Insect,100.53
VARILLAL,Creciente,6,Mammal,1.86
VARILLAL,Creciente,7,Amphibian,2.42
VARILLAL,Creciente,7,Anthropogenic,89.19
VARILLAL,Creciente,7,Bird,89.56
VARILLAL,Creciente,7,Insect,83.81
VARILLAL,Creciente,7,Mammal,2.61
VARILLAL,Creciente,8,Amphibian,1.75
VARILLAL,Creciente,8,Anthropogenic,90.22
VARILLAL,Creciente,8,Bird,86.33
VARILLAL,Creciente,8,Insect,90.67
VARILLAL,Creciente,8,Mammal,2.25
VARILLAL,Creciente,9,Amphibian,3.17
VARILLAL,Creciente,9,Anthropogenic,77.97
VARILLAL,Creciente,9,Bird,75.28
VARILLAL,Creciente,9,Insect,79.08
VARILLAL,Creciente,9,Mammal,1.92
VARILLAL,Creciente,10,Amphibian,0.31
VARILLAL,Creciente,10,Anthropogenic,73.06
VARILLAL,Creciente,10,Bird,68.11
VARILLAL,Creciente,10,Insect,86.53
VARILLAL,Creciente,10,Mammal,1.44
VARILLAL,Creciente,11,Amphibian,1.14
VARILLAL,Creciente,11,Anthropogenic,55.92
VARILLAL,Creciente,11,Bird,83.14
VARILLAL,Creciente,11,Insect,103.19
VARILLAL,Creciente,11,Mammal,1.83
VARILLAL,Creciente,12,Amphibian,3.75
VARILLAL,Creciente,12,Anthropogenic,57.97
VARILLAL,Creciente,12,Bird,64.92
VARILLAL,Creciente,12,Insect,94.06
VARILLAL,Creciente,12,Mammal,1.69
VARILLAL,Creciente,13,Amphibian,4.56
VARILLAL,Creciente,13,Anthropogenic,62.69
VARILLAL,Creciente,13,Bird,70.5
VARILLAL,Creciente,13,Insect,127.69
VARILLAL,Creciente,13,Mammal,1.28
VARILLAL,Creciente,14,Amphibian,10.17
VARILLAL,Creciente,14,Anthropogenic,66.25
VARILLAL,Creciente,14,Bird,68.86
VARILLAL,Creciente,14,Insect,167.19
VARILLAL,Creciente,14,Mammal,1.78
VARILLAL,Creciente,15,Amphibian,15.44
VARILLAL,Creciente,15,Anthropogenic,64.14
VARILLAL,Creciente,15,Bird,68.08
VARILLAL,Creciente,15,Insect,170.25
VARILLAL,Creciente,15,Mammal,2.33
VARILLAL,Creciente,16,Amphibian,5.61
VARILLAL,Creciente,16,Anthropogenic,52.67
VARILLAL,Creciente,16,Bird,46.08
VARILLAL,Creciente,16,Insect,165.89
VARILLAL,Creciente,16,Mammal,2.0
VARILLAL,Creciente,17,Amphibian,5.67
VARILLAL,Creciente,17,Anthropogenic,81.53
VARILLAL,Creciente,17,Bird,53.86
VARILLAL,Creciente,17,Insect,159.56
VARILLAL,Creciente,17,Mammal,0.78
VARILLAL,Creciente,18,Amphibian,7.36
VARILLAL,Creciente,18,Anthropogenic,82.22
VARILLAL,Creciente,18,Bird,11.83
VARILLAL,Creciente,18,Insect,181.28
VARILLAL,Creciente,18,Mammal,0.5
VARILLAL,Creciente,19,Amphibian,6.14
VARILLAL,Creciente,19,Anthropogenic,52.03
VARILLAL,Creciente,19,Bird,3.36
VARILLAL,Creciente,19,Insect,227.19
VARILLAL,Creciente,19,Mammal,1.36
VARILLAL,Creciente,20,Amphibian,3.67
VARILLAL,Creciente,20,Anthropogenic,65.81
VARILLAL,Creciente,20,Bird,2.28
VARILLAL,Creciente,20,Insect,183.36
VARILLAL,Creciente,20,Mammal,0.19
VARILLAL,Creciente,21,Amphibian,3.61
VARILLAL,Creciente,21,Anthropogenic,77.56
VARILLAL,Creciente,21,Bird,3.86
VARILLAL,Creciente,21,Insect,186.97
VARILLAL,Creciente,21,Mammal,0.92
VARILLAL,Creciente,22,Amphibian,3.14
VARILLAL,Creciente,22,Anthropogenic,59.81
VARILLAL,Creciente,22,Bird,4.92
VARILLAL,Creciente,22,Insect,220.97
VARILLAL,Creciente,22,Mammal,0.75
VARILLAL,Creciente,23,Amphibian,9.25
VARILLAL,Creciente,23,Anthropogenic,55.72
VARILLAL,Creciente,23,Bird,4.94
VARILLAL,Creciente,23,Insect,236.06
VARILLAL,Creciente,23,Mammal,1.06
VARILLAL,Vaciante,0,Amphibian,0.13
VARILLAL,Vaciante,0,Anthropogenic,18.5
VARILLAL,Vaciante,0,Bird,1.5
VARILLAL,Vaciante,0,Insect,43.71
VARILLAL,Vaciante,0,Mammal,0.54
VARILLAL,Vaciante,1,Amphibian,0.17
VARILLAL,Vaciante,1,Anthropogenic,17.38
VARILLAL,Vaciante,1,Bird,2.21
VARILLAL,Vaciante,1,Insect,38.33
VARILLAL,Vaciante,1,Mammal,0.79
VARILLAL,Vaciante,2,Amphibian,0.96
VARILLAL,Vaciante,2,Anthropogenic,16.71
VARILLAL,Vaciante,2,Bird,0.63
VARILLAL,Vaciante,2,Insect,40.88
VARILLAL,Vaciante,3,Amphibian,3.33
VARILLAL,Vaciante,3,Anthropogenic,11.75
VARILLAL,Vaciante,3,Bird,2.79
VARILLAL,Vaciante,3,Insect,37.83
VARILLAL,Vaciante,3,Mammal,0.71
VARILLAL,Vaciante,4,Amphibian,2.58
VARILLAL,Vaciante,4,Anthropogenic,11.42
VARILLAL,Vaciante,4,Bird,4.46
VARILLAL,Vaciante,4,Insect,43.42
VARILLAL,Vaciante,4,Mammal,1.54
VARILLAL,Vaciante,5,Amphibian,3.33
VARILLAL,Vaciante,5,Anthropogenic,7.63
VARILLAL,Vaciante,5,Bird,8.92
VARILLAL,Vaciante,5,Insect,38.67
VARILLAL,Vaciante,5,Mammal,1.29
VARILLAL,Vaciante,6,Amphibian,0.21
VARILLAL,Vaciante,6,Anthropogenic,9.04
VARILLAL,Vaciante,6,Bird,26.79
VARILLAL,Vaciante,6,Insect,23.58
VARILLAL,Vaciante,6,Mammal,0.54
VARILLAL,Vaciante,7,Amphibian,0.38
VARILLAL,Vaciante,7,Anthropogenic,7.92
VARILLAL,Vaciante,7,Bird,21.42
VARILLAL,Vaciante,7,Insect,29.54
VARILLAL,Vaciante,7,Mammal,0.71
VARILLAL,Vaciante,8,Amphibian,2.54
VARILLAL,Vaciante,8,Anthropogenic,11.08
VARILLAL,Vaciante,8,Bird,19.08
VARILLAL,Vaciante,8,Insect,34.71
VARILLAL,Vaciante,8,Mammal,0.46
VARILLAL,Vaciante,9,Amphibian,0.29
VARILLAL,Vaciante,9,Anthropogenic,13.29
VARILLAL,Vaciante,9,Bird,20.04
VARILLAL,Vaciante,9,Insect,26.08
VARILLAL,Vaciante,9,Mammal,0.5
VARILLAL,Vaciante,10,Amphibian,0.21
VARILLAL,Vaciante,10,Anthropogenic,15.58
VARILLAL,Vaciante,10,Bird,25.42
VARILLAL,Vaciante,10,Insect,23.08
VARILLAL,Vaciante,10,Mammal,0.29
VARILLAL,Vaciante,11,Amphibian,0.21
VARILLAL,Vaciante,11,Anthropogenic,15.58
VARILLAL,Vaciante,11,Bird,28.67
VARILLAL,Vaciante,11,Insect,19.58
VARILLAL,Vaciante,11,Mammal,1.08
VARILLAL,Vaciante,12,Amphibian,0.21
VARILLAL,Vaciante,12,Anthropogenic,20.75
VARILLAL,Vaciante,12,Bird,26.08
VARILLAL,Vaciante,12,Insect,15.79
VARILLAL,Vaciante,12,Mammal,0.5
VARILLAL,Vaciante,13,Amphibian,0.08
VARILLAL,Vaciante,13,Anthropogenic,25.46
VARILLAL,Vaciante,13,Bird,28.13
VARILLAL,Vaciante,13,Insect,16.0
VARILLAL,Vaciante,13,Mammal,1.42
VARILLAL,Vaciante,14,Amphibian,1.46
VARILLAL,Vaciante,14,Anthropogenic,19.42
VARILLAL,Vaciante,14,Bird,20.25
VARILLAL,Vaciante,14,Insect,27.92
VARILLAL,Vaciante,14,Mammal,0.46
VARILLAL,Vaciante,15,Amphibian,2.17
VARILLAL,Vaciante,15,Anthropogenic,14.17
VARILLAL,Vaciante,15,Bird,19.21
VARILLAL,Vaciante,15,Insect,40.67
VARILLAL,Vaciante,15,Mammal,0.63
VARILLAL,Vaciante,16,Amphibian,4.92
VARILLAL,Vaciante,16,Anthropogenic,16.42
VARILLAL,Vaciante,16,Bird,22.58
VARILLAL,Vaciante,16,Insect,34.79
VARILLAL,Vaciante,16,Mammal,0.58
VARILLAL,Vaciante,17,Amphibian,4.67
VARILLAL,Vaciante,17,Anthropogenic,17.04
VARILLAL,Vaciante,17,Bird,22.13
VARILLAL,Vaciante,17,Insect,36.25
VARILLAL,Vaciante,17,Mammal,0.54
VARILLAL,Vaciante,18,Amphibian,6.67
VARILLAL,Vaciante,18,Anthropogenic,18.83
VARILLAL,Vaciante,18,Bird,11.42
VARILLAL,Vaciante,18,Insect,43.63
VARILLAL,Vaciante,18,Mammal,0.08
VARILLAL,Vaciante,19,Amphibian,1.13
VARILLAL,Vaciante,19,Anthropogenic,25.04
VARILLAL,Vaciante,19,Bird,9.38
VARILLAL,Vaciante,19,Insect,52.5
VARILLAL,Vaciante,19,Mammal,0.13
VARILLAL,Vaciante,20,Amphibian,0.79
VARILLAL,Vaciante,20,Anthropogenic,44.42
VARILLAL,Vaciante,20,Bird,4.92
VARILLAL,Vaciante,20,Insect,31.42
VARILLAL,Vaciante,20,Mammal,0.17
VARILLAL,Vaciante,21,Amphibian,1.58
VARILLAL,Vaciante,21,Anthropogenic,27.04
VARILLAL,Vaciante,21,Bird,3.54
VARILLAL,Vaciante,21,Insect,39.29
VARILLAL,Vaciante,21,Mammal,0.5
VARILLAL,Vaciante,22,Amphibian,1.46
VARILLAL,Vaciante,22,Anthropogenic,19.92
VARILLAL,Vaciante,22,Bird,4.88
VARILLAL,Vaciante,22,Insect,28.58
VARILLAL,Vaciante,22,Mammal,0.58
VARILLAL,Vaciante,23,Amphibian,1.38
VARILLAL,Vaciante,23,Anthropogenic,22.42
VARILLAL,Vaciante,23,Bird,2.33
VARILLAL,Vaciante,23,Insect,45.67
